"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Other Asia","Electricity - total solar production","2011","Kilowatt-hours, million","33",""
"Other Asia","Electricity - total solar production","2010","Kilowatt-hours, million","23",""
"Other Asia","Electricity - total solar production","2009","Kilowatt-hours, million","8",""
"Other Asia","Electricity - total solar production","2008","Kilowatt-hours, million","4",""
"Other Asia","Electricity - total solar production","2007","Kilowatt-hours, million","2",""
"Other Asia","Electricity - total solar production","2006","Kilowatt-hours, million","1",""
"Other Asia","Electricity - total solar production","2005","Kilowatt-hours, million","1",""
"Other Asia","Electricity - total solar production","2004","Kilowatt-hours, million","1",""
"Other Asia","Electricity - total solar production","2003","Kilowatt-hours, million","0",""
"Other Asia","Electricity - total solar production","2002","Kilowatt-hours, million","0",""
"Other Asia","Electricity - total solar production","2001","Kilowatt-hours, million","0",""
"Panama","Electricity - total solar production","2014","Kilowatt-hours, million","1.3",""
"Peru","Electricity - total solar production","2014","Kilowatt-hours, million","199",""
"Peru","Electricity - total solar production","2013","Kilowatt-hours, million","196.9",""
"Peru","Electricity - total solar production","2012","Kilowatt-hours, million","59.7",""
"Peru","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"Peru","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Peru","Electricity - total solar production","2009","Kilowatt-hours, million","0",""
"Peru","Electricity - total solar production","2008","Kilowatt-hours, million","0",""
"Peru","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Philippines","Electricity - total solar production","2014","Kilowatt-hours, million","16.5",""
"Philippines","Electricity - total solar production","2013","Kilowatt-hours, million","1.4",""
"Philippines","Electricity - total solar production","2012","Kilowatt-hours, million","1.3",""
"Philippines","Electricity - total solar production","2011","Kilowatt-hours, million","1.2",""
"Philippines","Electricity - total solar production","2010","Kilowatt-hours, million","1.3",""
"Philippines","Electricity - total solar production","2009","Kilowatt-hours, million","1.3",""
"Philippines","Electricity - total solar production","2008","Kilowatt-hours, million","1.3041",""
"Philippines","Electricity - total solar production","2007","Kilowatt-hours, million","1.3094",""
"Philippines","Electricity - total solar production","2006","Kilowatt-hours, million","1",""
"Poland","Electricity - total solar production","2014","Kilowatt-hours, million","7",""
"Poland","Electricity - total solar production","2013","Kilowatt-hours, million","1",""
"Poland","Electricity - total solar production","2012","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","2014","Kilowatt-hours, million","627",""
"Portugal","Electricity - total solar production","2013","Kilowatt-hours, million","479",""
"Portugal","Electricity - total solar production","2012","Kilowatt-hours, million","393",""
"Portugal","Electricity - total solar production","2011","Kilowatt-hours, million","280",""
"Portugal","Electricity - total solar production","2010","Kilowatt-hours, million","211",""
"Portugal","Electricity - total solar production","2009","Kilowatt-hours, million","160",""
"Portugal","Electricity - total solar production","2008","Kilowatt-hours, million","38",""
"Portugal","Electricity - total solar production","2007","Kilowatt-hours, million","24",""
"Portugal","Electricity - total solar production","2006","Kilowatt-hours, million","5",""
"Portugal","Electricity - total solar production","2005","Kilowatt-hours, million","3",""
"Portugal","Electricity - total solar production","2004","Kilowatt-hours, million","3",""
"Portugal","Electricity - total solar production","2003","Kilowatt-hours, million","3",""
"Portugal","Electricity - total solar production","2002","Kilowatt-hours, million","2",""
"Portugal","Electricity - total solar production","2001","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","2000","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1999","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1998","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1997","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1996","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1995","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1994","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1993","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1992","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1991","Kilowatt-hours, million","1",""
"Portugal","Electricity - total solar production","1990","Kilowatt-hours, million","1",""
"Puerto Rico","Electricity - total solar production","2014","Kilowatt-hours, million","47.5",""
"Puerto Rico","Electricity - total solar production","2013","Kilowatt-hours, million","25.6",""
"Puerto Rico","Electricity - total solar production","2012","Kilowatt-hours, million","2.1",""
"Republic of Moldova","Electricity - total solar production","2014","Kilowatt-hours, million","1",""
"Runion","Electricity - total solar production","2014","Kilowatt-hours, million","235.9",""
"Runion","Electricity - total solar production","2013","Kilowatt-hours, million","224.2",""
"Runion","Electricity - total solar production","2012","Kilowatt-hours, million","190.7",""
"Runion","Electricity - total solar production","2011","Kilowatt-hours, million","141.9",""
"Runion","Electricity - total solar production","2010","Kilowatt-hours, million","76.1",""
"Runion","Electricity - total solar production","2009","Kilowatt-hours, million","21.1",""
"Runion","Electricity - total solar production","2008","Kilowatt-hours, million","6","1"
"Runion","Electricity - total solar production","2007","Kilowatt-hours, million","5","1"
"Runion","Electricity - total solar production","2006","Kilowatt-hours, million","2","1"
"Runion","Electricity - total solar production","2005","Kilowatt-hours, million","0.6",""
"Runion","Electricity - total solar production","2004","Kilowatt-hours, million","0.08",""
"Romania","Electricity - total solar production","2014","Kilowatt-hours, million","1616",""
"Romania","Electricity - total solar production","2013","Kilowatt-hours, million","420",""
"Romania","Electricity - total solar production","2012","Kilowatt-hours, million","8",""
"Romania","Electricity - total solar production","2011","Kilowatt-hours, million","1",""
"Romania","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Romania","Electricity - total solar production","2009","Kilowatt-hours, million","0",""
"Romania","Electricity - total solar production","2008","Kilowatt-hours, million","0",""
"Romania","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Russian Federation","Electricity - total solar production","2014","Kilowatt-hours, million","160",""
"Rwanda","Electricity - total solar production","2014","Kilowatt-hours, million","0.3",""
"Rwanda","Electricity - total solar production","2013","Kilowatt-hours, million","0.1",""
"Rwanda","Electricity - total solar production","2012","Kilowatt-hours, million","0.3",""
"Rwanda","Electricity - total solar production","2011","Kilowatt-hours, million","0.3",""
"Rwanda","Electricity - total solar production","2010","Kilowatt-hours, million","0.3",""
"Rwanda","Electricity - total solar production","2009","Kilowatt-hours, million","0.4",""
"Rwanda","Electricity - total solar production","2008","Kilowatt-hours, million","0.3",""
"Rwanda","Electricity - total solar production","2007","Kilowatt-hours, million","0.12",""
"Rwanda","Electricity - total solar production","2006","Kilowatt-hours, million","0",""
"Rwanda","Electricity - total solar production","2005","Kilowatt-hours, million","0",""
"Rwanda","Electricity - total solar production","2004","Kilowatt-hours, million","0",""
"Rwanda","Electricity - total solar production","2003","Kilowatt-hours, million","0",""
"Rwanda","Electricity - total solar production","2002","Kilowatt-hours, million","0",""
"Saudi Arabia","Electricity - total solar production","2014","Kilowatt-hours, million","1",""
"Saudi Arabia","Electricity - total solar production","2013","Kilowatt-hours, million","1",""
"Saudi Arabia","Electricity - total solar production","2012","Kilowatt-hours, million","1",""
"Saudi Arabia","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"Saudi Arabia","Electricity - total solar production","2010","Kilowatt-hours, million","0",""
"Saudi Arabia","Electricity - total solar production","2009","Kilowatt-hours, million","0",""
"Saudi Arabia","Electricity - total solar production","2008","Kilowatt-hours, million","0",""
"Saudi Arabia","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Senegal","Electricity - total solar production","2014","Kilowatt-hours, million","4",""
"Senegal","Electricity - total solar production","2013","Kilowatt-hours, million","4",""
"Senegal","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"Senegal","Electricity - total solar production","2006","Kilowatt-hours, million","4",""
"Senegal","Electricity - total solar production","2005","Kilowatt-hours, million","4",""
"Senegal","Electricity - total solar production","2004","Kilowatt-hours, million","3",""
"Senegal","Electricity - total solar production","2003","Kilowatt-hours, million","2",""
"Senegal","Electricity - total solar production","2002","Kilowatt-hours, million","2",""
"Senegal","Electricity - total solar production","2001","Kilowatt-hours, million","2",""
"Senegal","Electricity - total solar production","2000","Kilowatt-hours, million","2",""
"Serbia","Electricity - total solar production","2014","Kilowatt-hours, million","6",""
"Seychelles","Electricity - total solar production","2014","Kilowatt-hours, million","0.71",""
"Slovakia","Electricity - total solar production","2014","Kilowatt-hours, million","597",""
"Slovakia","Electricity - total solar production","2013","Kilowatt-hours, million","588",""
"Slovakia","Electricity - total solar production","2012","Kilowatt-hours, million","424",""
"Slovakia","Electricity - total solar production","2011","Kilowatt-hours, million","397",""
"Slovakia","Electricity - total solar production","2010","Kilowatt-hours, million","17",""
"Slovenia","Electricity - total solar production","2014","Kilowatt-hours, million","257",""
"Slovenia","Electricity - total solar production","2013","Kilowatt-hours, million","215",""
"Slovenia","Electricity - total solar production","2012","Kilowatt-hours, million","163",""
"Slovenia","Electricity - total solar production","2011","Kilowatt-hours, million","65",""
"Slovenia","Electricity - total solar production","2010","Kilowatt-hours, million","13",""
"Slovenia","Electricity - total solar production","2009","Kilowatt-hours, million","4",""
"Slovenia","Electricity - total solar production","2008","Kilowatt-hours, million","1",""
"Slovenia","Electricity - total solar production","2007","Kilowatt-hours, million","0",""
"South Africa","Electricity - total solar production","2014","Kilowatt-hours, million","1120",""
"South Africa","Electricity - total solar production","2013","Kilowatt-hours, million","243",""
"South Africa","Electricity - total solar production","2012","Kilowatt-hours, million","39",""
"South Africa","Electricity - total solar production","2011","Kilowatt-hours, million","1",""
"South Africa","Electricity - total solar production","2010","Kilowatt-hours, million","7",""
"South Africa","Electricity - total solar production","2009","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2008","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2007","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2006","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2005","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2004","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2003","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2002","Kilowatt-hours, million","21",""
"South Africa","Electricity - total solar production","2001","Kilowatt-hours, million","0",""
"South Sudan","Electricity - total solar production","2014","Kilowatt-hours, million","2",""
"South Sudan","Electricity - total solar production","2013","Kilowatt-hours, million","2",""
"South Sudan","Electricity - total solar production","2012","Kilowatt-hours, million","2",""
"Spain","Electricity - total solar production","2014","Kilowatt-hours, million","13673",""
"Spain","Electricity - total solar production","2013","Kilowatt-hours, million","13097",""
"Spain","Electricity - total solar production","2012","Kilowatt-hours, million","11968",""
"Spain","Electricity - total solar production","2011","Kilowatt-hours, million","9400",""
"Spain","Electricity - total solar production","2010","Kilowatt-hours, million","7186",""
"Spain","Electricity - total solar production","2009","Kilowatt-hours, million","6064",""
"Spain","Electricity - total solar production","2008","Kilowatt-hours, million","2578",""
"Spain","Electricity - total solar production","2007","Kilowatt-hours, million","508",""
"Spain","Electricity - total solar production","2006","Kilowatt-hours, million","119",""
"Spain","Electricity - total solar production","2005","Kilowatt-hours, million","41",""
"Spain","Electricity - total solar production","2004","Kilowatt-hours, million","56",""
"Spain","Electricity - total solar production","2003","Kilowatt-hours, million","41",""
"Spain","Electricity - total solar production","2002","Kilowatt-hours, million","30",""
"Spain","Electricity - total solar production","2001","Kilowatt-hours, million","24",""
"Spain","Electricity - total solar production","2000","Kilowatt-hours, million","18",""
"Spain","Electricity - total solar production","1999","Kilowatt-hours, million","17",""
"Spain","Electricity - total solar production","1998","Kilowatt-hours, million","15",""
"Spain","Electricity - total solar production","1997","Kilowatt-hours, million","13",""
"Spain","Electricity - total solar production","1996","Kilowatt-hours, million","12",""
"Spain","Electricity - total solar production","1995","Kilowatt-hours, million","15",""
"Spain","Electricity - total solar production","1994","Kilowatt-hours, million","10",""
"Spain","Electricity - total solar production","1993","Kilowatt-hours, million","9",""
"Spain","Electricity - total solar production","1992","Kilowatt-hours, million","8",""
"Spain","Electricity - total solar production","1991","Kilowatt-hours, million","7",""
"Spain","Electricity - total solar production","1990","Kilowatt-hours, million","6",""
"Sri Lanka","Electricity - total solar production","2014","Kilowatt-hours, million","9.47","1"
"Sri Lanka","Electricity - total solar production","2013","Kilowatt-hours, million","9.681","1"
"Sri Lanka","Electricity - total solar production","2012","Kilowatt-hours, million","9.6",""
"Sri Lanka","Electricity - total solar production","2011","Kilowatt-hours, million","8.7",""
"Sri Lanka","Electricity - total solar production","2010","Kilowatt-hours, million","7.203",""
"Sri Lanka","Electricity - total solar production","2009","Kilowatt-hours, million","6.804",""
"Sri Lanka","Electricity - total solar production","2008","Kilowatt-hours, million","6.4",""
"Sri Lanka","Electricity - total solar production","2007","Kilowatt-hours, million","6.01",""
"Sri Lanka","Electricity - total solar production","2006","Kilowatt-hours, million","5.41",""
"Sri Lanka","Electricity - total solar production","2005","Kilowatt-hours, million","4.61",""
"Sri Lanka","Electricity - total solar production","2004","Kilowatt-hours, million","3.52",""
"Sri Lanka","Electricity - total solar production","2003","Kilowatt-hours, million","2.42",""
"Sri Lanka","Electricity - total solar production","2002","Kilowatt-hours, million","1.52",""
"Sri Lanka","Electricity - total solar production","2001","Kilowatt-hours, million","0.9",""
"Sri Lanka","Electricity - total solar production","2000","Kilowatt-hours, million","0.4",""
"St. Helena and Depend.","Electricity - total solar production","2014","Kilowatt-hours, million","0.07","1"
"St. Helena and Depend.","Electricity - total solar production","2013","Kilowatt-hours, million","0.07",""
"St. Helena and Depend.","Electricity - total solar production","2012","Kilowatt-hours, million","0.01",""
"St. Kitts-Nevis","Electricity - total solar production","2014","Kilowatt-hours, million","1","1"
"St. Kitts-Nevis","Electricity - total solar production","2013","Kilowatt-hours, million","1","1"
"St. Kitts-Nevis","Electricity - total solar production","2012","Kilowatt-hours, million","0",""
"Sweden","Electricity - total solar production","2014","Kilowatt-hours, million","47",""
"Sweden","Electricity - total solar production","2013","Kilowatt-hours, million","35",""
"Sweden","Electricity - total solar production","2012","Kilowatt-hours, million","19",""
"Sweden","Electricity - total solar production","2011","Kilowatt-hours, million","11",""
"Sweden","Electricity - total solar production","2010","Kilowatt-hours, million","9",""
"Sweden","Electricity - total solar production","2009","Kilowatt-hours, million","7",""
"Sweden","Electricity - total solar production","2008","Kilowatt-hours, million","4",""
"Sweden","Electricity - total solar production","2007","Kilowatt-hours, million","3",""
"Sweden","Electricity - total solar production","2006","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2005","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2004","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2003","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2002","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2001","Kilowatt-hours, million","2",""
"Sweden","Electricity - total solar production","2000","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1999","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1998","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1997","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1996","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1995","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1994","Kilowatt-hours, million","1",""
"Sweden","Electricity - total solar production","1993","Kilowatt-hours, million","1",""
"Switzerland","Electricity - total solar production","2014","Kilowatt-hours, million","842",""
"Switzerland","Electricity - total solar production","2013","Kilowatt-hours, million","544",""
"Switzerland","Electricity - total solar production","2012","Kilowatt-hours, million","320",""
"Switzerland","Electricity - total solar production","2011","Kilowatt-hours, million","149",""
"Switzerland","Electricity - total solar production","2010","Kilowatt-hours, million","83",""
"Switzerland","Electricity - total solar production","2009","Kilowatt-hours, million","50",""
"Switzerland","Electricity - total solar production","2008","Kilowatt-hours, million","34",""
"Switzerland","Electricity - total solar production","2007","Kilowatt-hours, million","27",""
"Switzerland","Electricity - total solar production","2006","Kilowatt-hours, million","23",""
"Switzerland","Electricity - total solar production","2005","Kilowatt-hours, million","19",""
"Switzerland","Electricity - total solar production","2004","Kilowatt-hours, million","17",""
"Switzerland","Electricity - total solar production","2003","Kilowatt-hours, million","17",""
"Switzerland","Electricity - total solar production","2002","Kilowatt-hours, million","14",""
"Switzerland","Electricity - total solar production","2001","Kilowatt-hours, million","12",""
"Switzerland","Electricity - total solar production","2000","Kilowatt-hours, million","11",""
"Switzerland","Electricity - total solar production","1999","Kilowatt-hours, million","9",""
"Switzerland","Electricity - total solar production","1998","Kilowatt-hours, million","8",""
"Switzerland","Electricity - total solar production","1997","Kilowatt-hours, million","8",""
"Switzerland","Electricity - total solar production","1996","Kilowatt-hours, million","6",""
"Switzerland","Electricity - total solar production","1995","Kilowatt-hours, million","5",""
"Switzerland","Electricity - total solar production","1994","Kilowatt-hours, million","5",""
"Switzerland","Electricity - total solar production","1993","Kilowatt-hours, million","4",""
"Switzerland","Electricity - total solar production","1992","Kilowatt-hours, million","3",""
"Switzerland","Electricity - total solar production","1991","Kilowatt-hours, million","2",""
"Switzerland","Electricity - total solar production","1990","Kilowatt-hours, million","1",""
"T.F.Yug.Rep. Macedonia","Electricity - total solar production","2014","Kilowatt-hours, million","14.383",""
"T.F.Yug.Rep. Macedonia","Electricity - total solar production","2013","Kilowatt-hours, million","9.051",""
"T.F.Yug.Rep. Macedonia","Electricity - total solar production","2012","Kilowatt-hours, million","3",""
"T.F.Yug.Rep. Macedonia","Electricity - total solar production","2011","Kilowatt-hours, million","1",""
"Thailand","Electricity - total solar production","2014","Kilowatt-hours, million","1385",""
"Thailand","Electricity - total solar production","2013","Kilowatt-hours, million","1080",""
"Thailand","Electricity - total solar production","2012","Kilowatt-hours, million","23","1"
"Thailand","Electricity - total solar production","2011","Kilowatt-hours, million","23","1"
"Thailand","Electricity - total solar production","2010","Kilowatt-hours, million","23",""
"Thailand","Electricity - total solar production","2009","Kilowatt-hours, million","9",""
"Thailand","Electricity - total solar production","2008","Kilowatt-hours, million","3",""
"Thailand","Electricity - total solar production","2007","Kilowatt-hours, million","1",""
"Tonga","Electricity - total solar production","2014","Kilowatt-hours, million","2.498","1"
"Tonga","Electricity - total solar production","2013","Kilowatt-hours, million","2.05","1"
"Tunisia","Electricity - total solar production","2014","Kilowatt-hours, million","25",""
"Tunisia","Electricity - total solar production","2013","Kilowatt-hours, million","11.62",""
"Tunisia","Electricity - total solar production","2012","Kilowatt-hours, million","3.4",""
"Tunisia","Electricity - total solar production","2011","Kilowatt-hours, million","1.5",""
"Tunisia","Electricity - total solar production","2010","Kilowatt-hours, million","0.2",""
"Turkey","Electricity - total solar production","2014","Kilowatt-hours, million","17",""
"Ukraine","Electricity - total solar production","2014","Kilowatt-hours, million","429",""
"Ukraine","Electricity - total solar production","2013","Kilowatt-hours, million","570",""
"Ukraine","Electricity - total solar production","2012","Kilowatt-hours, million","333",""
"Ukraine","Electricity - total solar production","2011","Kilowatt-hours, million","30",""
"Ukraine","Electricity - total solar production","2010","Kilowatt-hours, million","1",""
"United Kingdom","Electricity - total solar production","2014","Kilowatt-hours, million","4050",""
"United Kingdom","Electricity - total solar production","2013","Kilowatt-hours, million","1989",""
"United Kingdom","Electricity - total solar production","2012","Kilowatt-hours, million","1352",""
"United Kingdom","Electricity - total solar production","2011","Kilowatt-hours, million","244",""
"United Kingdom","Electricity - total solar production","2010","Kilowatt-hours, million","41",""
"United Kingdom","Electricity - total solar production","2009","Kilowatt-hours, million","20",""
"United Kingdom","Electricity - total solar production","2008","Kilowatt-hours, million","17",""
"United Kingdom","Electricity - total solar production","2007","Kilowatt-hours, million","14",""
"United Kingdom","Electricity - total solar production","2006","Kilowatt-hours, million","11",""
"United Kingdom","Electricity - total solar production","2005","Kilowatt-hours, million","8",""
"United Kingdom","Electricity - total solar production","2004","Kilowatt-hours, million","4",""
"United Kingdom","Electricity - total solar production","2003","Kilowatt-hours, million","3",""
"United Kingdom","Electricity - total solar production","2002","Kilowatt-hours, million","3",""
"United Kingdom","Electricity - total solar production","2001","Kilowatt-hours, million","2",""
"United Kingdom","Electricity - total solar production","2000","Kilowatt-hours, million","1",""
"United Kingdom","Electricity - total solar production","1999","Kilowatt-hours, million","1",""
"United Rep. of Tanzania","Electricity - total solar production","2014","Kilowatt-hours, million","18",""
"United Rep. of Tanzania","Electricity - total solar production","2013","Kilowatt-hours, million","15",""
"United Rep. of Tanzania","Electricity - total solar production","2012","Kilowatt-hours, million","13",""
"United Rep. of Tanzania","Electricity - total solar production","2011","Kilowatt-hours, million","9",""
"United Rep. of Tanzania","Electricity - total solar production","2010","Kilowatt-hours, million","7",""
"United Rep. of Tanzania","Electricity - total solar production","2009","Kilowatt-hours, million","5",""
"United Rep. of Tanzania","Electricity - total solar production","2008","Kilowatt-hours, million","3",""
"United States","Electricity - total solar production","2014","Kilowatt-hours, million","24603",""
"United States","Electricity - total solar production","2013","Kilowatt-hours, million","15872",""
"United States","Electricity - total solar production","2012","Kilowatt-hours, million","10145",""
"United States","Electricity - total solar production","2011","Kilowatt-hours, million","6153",""
"United States","Electricity - total solar production","2010","Kilowatt-hours, million","3934",""
"United States","Electricity - total solar production","2009","Kilowatt-hours, million","2514",""
"United States","Electricity - total solar production","2008","Kilowatt-hours, million","2091",""
"United States","Electricity - total solar production","2007","Kilowatt-hours, million","1673",""
"United States","Electricity - total solar production","2006","Kilowatt-hours, million","1287",""
"United States","Electricity - total solar production","2005","Kilowatt-hours, million","1120",""
"United States","Electricity - total solar production","2004","Kilowatt-hours, million","965",""
"United States","Electricity - total solar production","2003","Kilowatt-hours, million","848",""
"United States","Electricity - total solar production","2002","Kilowatt-hours, million","830",""
"United States","Electricity - total solar production","2001","Kilowatt-hours, million","785",""
"United States","Electricity - total solar production","2000","Kilowatt-hours, million","709",""
"United States","Electricity - total solar production","1999","Kilowatt-hours, million","689",""
"United States","Electricity - total solar production","1998","Kilowatt-hours, million","890",""
"United States","Electricity - total solar production","1997","Kilowatt-hours, million","897",""
"United States","Electricity - total solar production","1996","Kilowatt-hours, million","906",""
"United States","Electricity - total solar production","1995","Kilowatt-hours, million","828",""
"United States","Electricity - total solar production","1994","Kilowatt-hours, million","828",""
"United States","Electricity - total solar production","1993","Kilowatt-hours, million","901",""
"United States","Electricity - total solar production","1992","Kilowatt-hours, million","749",""
"United States","Electricity - total solar production","1991","Kilowatt-hours, million","782",""
"United States","Electricity - total solar production","1990","Kilowatt-hours, million","666",""
"United States Virgin Is.","Electricity - total solar production","2014","Kilowatt-hours, million","5.913","1"
"United States Virgin Is.","Electricity - total solar production","2013","Kilowatt-hours, million","0.657","1"
"United States Virgin Is.","Electricity - total solar production","2012","Kilowatt-hours, million","0.657","1"
"United States Virgin Is.","Electricity - total solar production","2011","Kilowatt-hours, million","0.657","1"
"Uruguay","Electricity - total solar production","2014","Kilowatt-hours, million","3.4",""
"Vanuatu","Electricity - total solar production","2014","Kilowatt-hours, million","0.2","1"
"Vanuatu","Electricity - total solar production","2013","Kilowatt-hours, million","0.2","1"
"Vanuatu","Electricity - total solar production","2012","Kilowatt-hours, million","0.2",""
"Vanuatu","Electricity - total solar production","2011","Kilowatt-hours, million","0.1","1"

"fnSeqID","Footnote"
"1","Estimate"
